"CASEID_NEW","PPAGECAT","PPAGE","PPEDUCAT","PPEDUC","PPETHM","PPGENDER","PPHOUSEHOLDSIZE","PPINCIMP","PPMARIT","PPREG4","PPRENT","CHILDREN_IN_HH","PPWORK","PPNET","PPPARTYID3","PAPRELIGION","Q4","Q6B","Q7B","Q9","Q10","Q17A","Q21B","Q21D","Q23","Q27","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q31_9","Q32","Q34","HOW_LONG_RELATIONSHIP"
2364441,"(03) 35-44",44,"(4) bachelor's degree or higher","(14) professional or doctorate degree","(1) white, non-hispanic","(2) female",2,"(19) $175,000 or more","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",45,"(13) master's degree","(1) once (this is my first marriage)",40,42,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",4
2366361,"(03) 35-44",36,"(4) bachelor's degree or higher","(14) professional or doctorate degree","(1) white, non-hispanic","(1) male",2,"(13) $60,000 to $74,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(11) other Christian","(2) female","(1) white","(01) baptist - any denomination",35,"(12) bachelor's degree","(1) once (this is my first marriage)",27,32,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(1) excellent",9
2367561,"(05) 55-64",56,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",2,"(12) $50,000 to $59,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(11) other Christian","(1) male","(1) white","(11) other christian",60,"(10) some college, no degree","(1) once (this is my first marriage)",18,18,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",38
2372802,"(07) 75+",80,"(3) some college","(10) some college, no degree","(5) 2+ races, non-hispanic","(2) female",1,"(07) $20,000 to $24,999","(2) widowed","(1) northeast","(2) rented for cash",0,"(5) not working - retired","(0) no","(3) democrat","(01) Baptist- any denomination","(2) female","(2) black or african american","(01) baptist - any denomination",80,"(09) hs graduate or ged","(2) twice",47,60,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",33
2376421,"(03) 35-44",42,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(5) 2+ races, non-hispanic","(1) male",5,"(13) $60,000 to $74,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",2,"(1) working - as a paid employee","(0) no","(1) republican","(09) Pentecostal","(2) female","(1) white","(11) other christian",38,"(09) hs graduate or ged","(1) once (this is my first marriage)",18,21,"(2) we earned about the same amount","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",24
2377541,"(04) 45-54",54,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",5,"(12) $50,000 to $59,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",1,"(7) not working - other","(1) yes","(1) republican","(13) None","(1) male","(1) white","(13) none",50,"(10) some college, no degree","(2) twice",33,33,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",21
2379611,"(05) 55-64",61,"(1) less than high school","(08) 12th grade no diploma","(1) white, non-hispanic","(2) female",2,"(11) $40,000 to $49,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(3) democrat","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",49,"(06) 10th grade","(2) twice",47,55,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",14
2381381,"(03) 35-44",38,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",4,"(13) $60,000 to $74,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",2,"(1) working - as a paid employee","(1) yes","(1) republican","(04) Mormon","(2) female","(1) white","(03) catholic",36,"(10) some college, no degree","(1) once (this is my first marriage)",22,25,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",16
2382301,"(02) 25-34",30,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",3,"(13) $60,000 to $74,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",1,"(7) not working - other","(1) yes","(1) republican","(04) Mormon","(1) male","(1) white","(04) mormon",34,"(10) some college, no degree","(1) once (this is my first marriage)",19,20,"(3) partner earned more","(2) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(2) good",11
2388281,"(02) 25-34",28,"(3) some college","(11) associate degree","(3) other, non-hispanic","(1) male",6,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(1) republican","(01) Baptist- any denomination","(2) female","(4) asian or pacific islander","(01) baptist - any denomination",29,"(10) some college, no degree","(1) once (this is my first marriage)",23,24,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(6) yes, a different kind of internet service","(2) good",5
2389501,"(04) 45-54",50,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",3,"(14) $75,000 to $84,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(12) other non-Christian, please specify","(1) male","(1) white","(13) none",51,"(10) some college, no degree","(4) four or more times",42,47,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(3) yes, an internet dating or matchmaking site (like eharmony or match.com)","(1) excellent",8
2390491,"(04) 45-54",49,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",2,"(15) $85,000 to $99,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(03) Catholic","(1) male","(1) white","(03) catholic",50,"(12) bachelor's degree","(2) twice",29,31,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",20
2393341,"(02) 25-34",34,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",5,"(16) $100,000 to $124,999","(1) married","(1) northeast","(2) rented for cash",0,"(2) working - self-employed","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",30,"(12) bachelor's degree","(1) once (this is my first marriage)",26,27,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",8
2395381,"(03) 35-44",38,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",4,"(08) $25,000 to $29,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(12) other non-Christian, please specify","(2) female","(4) asian or pacific islander","(01) baptist - any denomination",31,"(11) associate degree","(1) once (this is my first marriage)",28,29,"(1) i earned more","(2) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(3) fair",10
2397281,"(02) 25-34",28,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",2,"(14) $75,000 to $84,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(1) male","(1) white","(13) none",29,"(13) master's degree","(1) once (this is my first marriage)",18,27,"(3) partner earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",10
2401544,"(04) 45-54",54,"(3) some college","(10) some college, no degree","(5) 2+ races, non-hispanic","(2) female",1,"(04) $10,000 to $12,499","(4) separated","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(0) no","(3) democrat","(11) other Christian","(1) male","(1) white","(13) none",65,"(04) 7th or 8th grade","(1) once (this is my first marriage)",34,51,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(5) very poor",20
2402351,"(03) 35-44",35,"(4) bachelor's degree or higher","(13) masters degree","(1) white, non-hispanic","(1) male",2,"(15) $85,000 to $99,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(01) Baptist- any denomination","(2) female","(1) white","(11) other christian",33,"(13) master's degree","(1) once (this is my first marriage)",21,22,"(1) i earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(3) fair",14
2403491,"(04) 45-54",49,"(3) some college","(11) associate degree","(1) white, non-hispanic","(2) female",2,"(13) $60,000 to $74,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(3) democrat","(13) None","(1) male","(5) other (please specify)","(12) other non-christian, please specify",58,"(14) professional or doctorate degree","(2) twice",35,42,"(3) partner earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",14
2405331,"(02) 25-34",33,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",3,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(1) yes","(1) republican","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",30,"(13) master's degree","(1) once (this is my first marriage)",24,25,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",9
2406541,"(04) 45-54",54,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",2,"(11) $40,000 to $49,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(6) not working - disabled","(1) yes","(3) democrat","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",57,"(09) hs graduate or ged","(2) twice",31,33,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",23
2408506,"(04) 45-54",50,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(2) black, non-hispanic","(2) female",3,"(04) $10,000 to $12,499","(6) living with partner","(3) south","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(0) no","(3) democrat","(01) Baptist- any denomination","(1) male","(2) black or african american","(01) baptist - any denomination",54,"(10) some college, no degree","(1) once (this is my first marriage)",18,25,"(2) we earned about the same amount","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",32
2409671,"(06) 65-74",67,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",2,"(13) $60,000 to $74,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(0) no","(3) democrat","(03) Catholic","(2) female","(1) white","(11) other christian",66,"(12) bachelor's degree","(1) once (this is my first marriage)",20,21,"(1) i earned more","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",47
2412491,"(04) 45-54",49,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",2,"(13) $60,000 to $74,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(1) yes","(3) democrat","(03) Catholic","(1) male","(1) white","(03) catholic",50,"(10) some college, no degree","(1) once (this is my first marriage)",26,27,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",23
2413411,"(03) 35-44",41,"(4) bachelor's degree or higher","(14) professional or doctorate degree","(1) white, non-hispanic","(2) female",4,"(18) $150,000 to $174,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(3) democrat","(11) other Christian","(1) male","(1) white","(13) none",39,"(14) professional or doctorate degree","(1) once (this is my first marriage)",26,30,"(1) i earned more","(2) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",15
2414511,"(04) 45-54",51,"(1) less than high school","(07) 11th grade","(1) white, non-hispanic","(2) female",6,"(07) $20,000 to $24,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",0,"(4) not working - looking for work","(0) no","(3) democrat","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",48,"(10) some college, no degree","(2) twice",38,39,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(3) fair",13
2416571,"(05) 55-64",57,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",3,"(17) $125,000 to $149,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(2) female","(1) white","(13) none",55,"(13) master's degree","(1) once (this is my first marriage)",20,21,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",37
2427431,"(03) 35-44",43,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",2,"(13) $60,000 to $74,999","(1) married","(4) west","(2) rented for cash",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(13) None","(2) female","(1) white","(13) none",33,"(11) associate degree","(2) twice",29,38,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",14
2429371,"(03) 35-44",37,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",3,"(08) $25,000 to $29,999","(1) married","(3) south","(2) rented for cash",0,"(6) not working - disabled","(1) yes","(1) republican","(03) Catholic","(1) male","(1) white","(13) none",42,"(06) 10th grade","(2) twice",21,27,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",16
2431491,"(04) 45-54",49,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(2) black, non-hispanic","(2) female",3,"(11) $40,000 to $49,999","(1) married","(3) south","(2) rented for cash",1,"(1) working - as a paid employee","(0) no","(3) democrat","(01) Baptist- any denomination","(1) male","(2) black or african american","(01) baptist - any denomination",53,"(12) bachelor's degree","(1) once (this is my first marriage)",25,36,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(2) good",24
2433651,"(06) 65-74",65,"(1) less than high school","(08) 12th grade no diploma","(2) black, non-hispanic","(1) male",2,"(12) $50,000 to $59,999","(1) married","(2) midwest","(2) rented for cash",0,"(6) not working - disabled","(0) no","(1) republican","(01) Baptist- any denomination","(2) female","(2) black or african american","(01) baptist - any denomination",55,"(08) 12th grade no diploma","(2) twice",40,45,"(3) partner earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(2) good",25
2434421,"(03) 35-44",42,"(4) bachelor's degree or higher","(12) bachelors degree","(5) 2+ races, non-hispanic","(1) male",2,"(16) $100,000 to $124,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(11) other Christian","(2) female","(1) white","(10) eastern orthodox",43,"(12) bachelor's degree","(1) once (this is my first marriage)",36,40,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(3) yes, an internet dating or matchmaking site (like eharmony or match.com)","(1) excellent",6
2435561,"(05) 55-64",56,"(3) some college","(11) associate degree","(1) white, non-hispanic","(1) male",4,"(14) $75,000 to $84,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(1) yes","(1) republican","(13) None","(2) female","(1) white","(11) other christian",50,"(11) associate degree","(1) once (this is my first marriage)",23,24,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",33
2437651,"(06) 65-74",65,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",2,"(07) $20,000 to $24,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(5) not working - retired","(0) no","(1) republican","(01) Baptist- any denomination","(2) female","(1) white","(01) baptist - any denomination",62,"(09) hs graduate or ged","(1) once (this is my first marriage)",20,22,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",45
2438411,"(03) 35-44",41,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",6,"(09) $30,000 to $34,999","(1) married","(4) west","(1) owned or being bought by you or someone in your household",4,"(6) not working - disabled","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(03) catholic",32,"(06) 10th grade","(2) twice",38,40,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",4
2440651,"(06) 65-74",65,"(1) less than high school","(04) 7th or 8th grade","(1) white, non-hispanic","(1) male",2,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",4,"(5) not working - retired","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(2) female","(1) white","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",62,"(05) 9th grade","(2) twice",37,47,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",28
2442581,"(05) 55-64",58,"(3) some college","(11) associate degree","(1) white, non-hispanic","(2) female",4,"(12) $50,000 to $59,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(2) working - self-employed","(0) no","(1) republican","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",60,"(09) hs graduate or ged","(3) three times",14,42,"(2) we earned about the same amount","(1) yes","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",44
2451281,"(02) 25-34",28,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",2,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(11) other Christian","(1) male","(1) white","(11) other christian",30,"(12) bachelor's degree","(1) once (this is my first marriage)",18,21,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",10
2453455,"(04) 45-54",45,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(1) male",1,"(09) $30,000 to $34,999","(5) never married","(3) south","(2) rented for cash",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(09) Pentecostal","(1) male","(2) black or african american","(02) protestant (e.g. methodist, lutheran, presbyterian, episcopal)",43,"(13) master's degree","(1) once (this is my first marriage)",43,45,"(3) partner earned more","(2) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(5) yes, an internet chat room","(1) excellent",1.5
2457561,"(05) 55-64",56,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(2) female",2,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(3) democrat","(03) Catholic","(1) male","(1) white","(03) catholic",56,"(09) hs graduate or ged","(1) once (this is my first marriage)",26,28,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",30
2460536,"(04) 45-54",53,"(4) bachelor's degree or higher","(12) bachelors degree","(4) hispanic","(2) female",4,"(15) $85,000 to $99,999","(6) living with partner","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(3) democrat","(13) None","(1) male","(1) white","(11) other christian",60,"(12) bachelor's degree","(2) twice",52,52,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(3) yes, an internet dating or matchmaking site (like eharmony or match.com)","(1) excellent",1.5
2461521,"(04) 45-54",52,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",3,"(19) $175,000 or more","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(03) Catholic","(2) female","(1) white","(03) catholic",54,"(13) master's degree","(1) once (this is my first marriage)",26,27,"(2) we earned about the same amount","(2) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",26
2464481,"(04) 45-54",48,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(2) female",2,"(11) $40,000 to $49,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(0) no","(3) democrat","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",54,"(10) some college, no degree","(2) twice",40,42,"(3) partner earned more","(1) yes","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",8
2468481,"(04) 45-54",48,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(2) black, non-hispanic","(1) male",4,"(13) $60,000 to $74,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",2,"(1) working - as a paid employee","(1) yes","(3) democrat","(01) Baptist- any denomination","(2) female","(2) black or african american","(01) baptist - any denomination",48,"(11) associate degree","(1) once (this is my first marriage)",26,28,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(2) no, we did not meet through the internet","(1) excellent",22
2473591,"(05) 55-64",59,"(3) some college","(11) associate degree","(2) black, non-hispanic","(2) female",2,"(10) $35,000 to $39,999","(1) married","(3) south","(2) rented for cash",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(01) Baptist- any denomination","(1) male","(2) black or african american","(01) baptist - any denomination",62,"(10) some college, no degree","(2) twice",49,51,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",10
2478401,"(03) 35-44",40,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(1) male",5,"(13) $60,000 to $74,999","(1) married","(2) midwest","(1) owned or being bought by you or someone in your household",3,"(1) working - as a paid employee","(0) no","(1) republican","(03) Catholic","(2) female","(1) white","(03) catholic",36,"(12) bachelor's degree","(1) once (this is my first marriage)",21,27,"(1) i earned more","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(2) no, we did not meet through the internet","(1) excellent",19
2489561,"(05) 55-64",56,"(3) some college","(10) some college, no degree","(1) white, non-hispanic","(1) male",2,"(15) $85,000 to $99,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(1) republican","(01) Baptist- any denomination","(2) female","(1) white","(03) catholic",51,"(09) hs graduate or ged","(4) four or more times",35,36,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",21
2490501,"(04) 45-54",50,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(2) black, non-hispanic","(1) male",2,"(10) $35,000 to $39,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",0,"(1) working - as a paid employee","(1) yes","(3) democrat","(01) Baptist- any denomination","(2) female","(2) black or african american","(01) baptist - any denomination",51,"(12) bachelor's degree","(1) once (this is my first marriage)",23,24,"(2) we earned about the same amount","(2) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",27
2491261,"(02) 25-34",26,"(2) high school","(09) high school graduate - high school diploma or the equivalent (ged)","(1) white, non-hispanic","(2) female",4,"(10) $35,000 to $39,999","(1) married","(3) south","(1) owned or being bought by you or someone in your household",1,"(1) working - as a paid employee","(1) yes","(1) republican","(01) Baptist- any denomination","(1) male","(1) white","(01) baptist - any denomination",26,"(09) hs graduate or ged","(1) once (this is my first marriage)",16,18,"(3) partner earned more","(1) yes","(0) no","(1) yes","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(2) good",10
2492401,"(03) 35-44",40,"(4) bachelor's degree or higher","(12) bachelors degree","(1) white, non-hispanic","(2) female",4,"(16) $100,000 to $124,999","(1) married","(1) northeast","(1) owned or being bought by you or someone in your household",2,"(1) working - as a paid employee","(1) yes","(3) democrat","(02) Protestant (e.g., Methodist, Lutheran, Presbyterian, Episcopal)","(1) male","(1) white","(11) other christian",40,"(12) bachelor's degree","(1) once (this is my first marriage)",26,30,"(1) i earned more","(2) no","(0) no","(0) no","(0) no","(0) no","(0) no","(1) yes","(0) no","(0) no","(0) no","(2) no, we did not meet through the internet","(1) excellent",14
